1158	17793	1632	20070214	21:21	20050614	22:53	20050618	21:37	416	2	1354	102	3	2006/02/16 02:30:53.000000000
1159	18173	4395	20070214	21:23	20050614	22:55	20050617	02:11	516	1	1958	101	5	2006/02/16 02:30:53.000000000
1160	19399	2795	20070214	21:29	20050614	23:00	20050618	01:58	239	2	1612	102	5	2006/02/16 02:30:53.000000000
1163	18441	4209	20070214	21:41	20050614	23:12	20050623	21:53	592	1	1912	101	7	2006/02/16 02:30:53.000000000
1164	18698	3691	20070214	21:44	20050614	23:16	20050616	21:00	49	1	1804	101	1	2006/02/16 02:30:53.000000000
1165	19498	2855	20070214	21:44	20050614	23:16	20050620	02:40	264	2	1623	102	4	2006/02/16 02:30:53.000000000
1166	18686	2508	20070214	21:45	20050614	23:17	20050615	20:43	46	1	1549	101	5	2006/02/16 02:30:53.000000000
1168	18051	4368	20070214	22:03	20050614	23:35	20050619	03:20	481	1	1949	101	3	2006/02/16 02:30:53.000000000
1169	19036	1062	20070214	22:11	20050614	23:42	20050616	04:02	139	2	1236	102	3	2006/02/16 02:30:53.000000000
1170	18456	2444	20070214	22:16	20050614	23:47	20050617	05:28	595	2	1531	102	3	2006/02/16 02:30:53.000000000
1173	19239	1050	20070214	22:23	20050614	23:54	20050619	23:26	191	2	1234	102	3	2006/02/16 02:30:53.000000000
1174	18870	2653	20070214	22:41	20050615	00:12	20050621	02:10	95	2	1579	102	3	2006/02/16 02:30:53.000000000
1175	19265	3255	20070214	22:43	20050615	00:15	20050620	19:23	197	2	1714	102	3	2006/02/16 02:30:53.000000000
1176	18155	2715	20070214	22:57	20050615	00:28	20050621	21:42	512	1	1594	101	7	2006/02/16 02:30:53.000000000
1177	19293	1897	20070214	23:01	20050615	00:33	20050616	03:47	210	2	1411	102	3	2006/02/16 02:30:53.000000000
1179	18963	816	20070214	23:05	20050615	00:36	20050622	22:09	119	1	1177	101	8	2006/02/16 02:30:53.000000000
1180	17854	3119	20070214	23:07	20050615	00:39	20050621	22:44	432	2	1684	102	6	2006/02/16 02:30:53.000000000
1181	18276	2973	20070214	23:10	20050615	00:42	20050619	03:36	546	2	1649	102	2	2006/02/16 02:30:53.000000000
1182	19257	1061	20070214	23:13	20050615	00:45	20050622	03:52	196	1	1236	101	6	2006/02/16 02:30:53.000000000
1185	18495	2785	20070214	23:22	20050615	00:54	20050623	02:42	1	2	1609	102	6	2006/02/16 02:30:53.000000000
1186	17610	1556	20070214	23:25	20050615	00:56	20050616	02:23	368	1	1339	101	1	2006/02/16 02:30:53.000000000
1188	19159	246	20070214	23:32	20050615	01:04	20050619	03:48	173	1	1055	101	3	2006/02/16 02:30:53.000000000
1189	19421	142	20070214	23:32	20050615	01:04	20050624	06:48	244	1	1029	101	7	2006/02/16 02:30:53.000000000
1190	17617	2572	20070214	23:33	20050615	01:05	20050623	02:34	370	2	1561	102	7	2006/02/16 02:30:53.000000000
1192	19212	4134	20070214	23:47	20050615	01:18	20050619	22:46	186	1	1895	101	5	2006/02/16 02:30:53.000000000
1193	18322	4504	20070214	23:52	20050615	01:24	20050621	02:29	561	2	1980	102	3	2006/02/16 02:30:53.000000000
1194	17743	3774	20070214	23:53	20050615	01:25	20050621	01:16	402	2	1823	102	5	2006/02/16 02:30:53.000000000
1195	18821	2272	20070215	00:06	20050615	01:37	20050617	21:50	84	1	1489	101	1	2006/02/16 02:30:53.000000000
1196	18709	994	20070215	00:06	20050615	01:38	20050618	06:55	52	1	1222	101	5	2006/02/16 02:30:53.000000000
1197	17537	3812	20070215	00:11	20050615	01:42	20050620	00:22	349	1	1832	101	3	2006/02/16 02:30:53.000000000
1198	18078	1138	20070215	00:17	20050615	01:48	20050620	01:07	491	2	1252	102	3	2006/02/16 02:30:53.000000000
1199	19396	253	20070215	00:27	20050615	01:58	20050616	20:30	238	2	1057	102	3	2006/02/16 02:30:53.000000000
1200	18174	3329	20070215	00:28	20050615	01:59	20050621	21:33	516	1	1730	101	2	2006/02/16 02:30:53.000000000
1201	19289	2679	20070215	00:34	20050615	02:06	20050616	21:38	209	2	1586	102	5	2006/02/16 02:30:53.000000000
1202	17920	2821	20070215	00:36	20050615	02:08	20050616	21:56	451	1	1617	101	1	2006/02/16 02:30:53.000000000
1203	17927	2223	20070215	00:37	20050615	02:09	20050621	00:04	452	1	1479	101	5	2006/02/16 02:30:53.000000000
1204	19435	2450	20070215	00:50	20050615	02:21	20050620	07:14	249	2	1533	102	1	2006/02/16 02:30:53.000000000
1206	19499	1097	20070215	00:55	20050615	02:27	20050618	22:46	264	2	1244	102	5	2006/02/16 02:30:53.000000000
1207	17841	2277	20070215	00:55	20050615	02:27	20050619	08:18	430	2	1490	102	1	2006/02/16 02:30:53.000000000
1208	17637	750	20070215	00:58	20050615	02:30	20050618	00:04	376	1	1164	101	1	2006/02/16 02:30:53.000000000
1209	19062	1494	20070215	00:59	20050615	02:31	20050621	07:39	146	1	1325	101	8	2006/02/16 02:30:53.000000000
1210	17522	7	20070215	01:26	20050615	02:57	20050620	01:41	345	2	1001	102	1	2006/02/16 02:30:53.000000000
1211	18974	3360	20070215	01:29	20050615	03:01	20050618	07:52	122	2	1736	102	1	2006/02/16 02:30:53.000000000
1212	17618	3611	20070215	01:31	20050615	03:03	20050617	06:31	371	1	1787	101	3	2006/02/16 02:30:53.000000000
1213	18865	3191	20070215	01:42	20050615	03:14	20050615	21:41	94	2	1698	102	3	2006/02/16 02:30:53.000000000
1214	18687	4482	20070215	01:47	20050615	03:18	20050620	07:32	46	1	1976	101	5	2006/02/16 02:30:53.000000000
1215	18896	242	20070215	01:49	20050615	03:21	20050619	03:39	102	1	1055	101	3	2006/02/16 02:30:53.000000000
1216	18892	3973	20070215	01:52	20050615	03:23	20050618	03:35	100	1	1862	101	5	2006/02/16 02:30:53.000000000
1217	18472	600	20070215	01:52	20050615	03:24	20050618	22:37	203	2	1131	102	5	2006/02/16 02:30:53.000000000
1218	17619	239	20070215	01:53	20050615	03:24	20050621	22:45	371	2	1054	102	2	2006/02/16 02:30:53.000000000
1221	17746	2124	20070215	02:03	20050615	03:35	20050618	03:11	403	1	1458	101	5	2006/02/16 02:30:53.000000000
1222	19144	2799	20070215	02:07	20050615	03:38	20050617	22:30	168	1	1612	101	5	2006/02/16 02:30:53.000000000
1223	18703	1299	20070215	02:07	20050615	03:38	20050620	01:00	50	2	1285	102	3	2006/02/16 02:30:53.000000000
1224	17616	1572	20070215	02:12	20050615	03:44	20050617	03:49	369	2	1343	102	1	2006/02/16 02:30:53.000000000
1225	17857	1929	20070215	02:14	20050615	03:45	20050619	02:03	434	1	1416	101	1	2006/02/16 02:30:53.000000000
1226	17774	2290	20070215	02:14	20050615	03:46	20050623	02:00	409	1	1494	101	6	2006/02/16 02:30:53.000000000
1227	17832	654	20070215	02:18	20050615	03:50	20050621	23:48	428	2	1142	102	4	2006/02/16 02:30:53.000000000
1228	17735	4473	20070215	02:19	20050615	03:50	20050617	22:41	398	1	1974	101	3	2006/02/16 02:30:53.000000000
1229	18001	2140	20070215	02:21	20050615	03:53	20050618	04:09	468	1	1461	101	3	2006/02/16 02:30:53.000000000
1230	17901	2324	20070215	02:32	20050615	04:04	20050616	02:21	447	1	1502	101	1	2006/02/16 02:30:53.000000000
