20050501	2	1001	101	7.0
20050501	6	1001	101	4.0
20050501	14	1003	101	2.0
20050501	20	1004	101	6.0
20050501	39	1008	101	1.0
20050501	53	1011	101	9.0
20050501	62	1012	101	8.0
20050501	63	1012	101	3.0
20050501	71	1015	101	1.0
20050501	79	1016	101	9.0
20050501	88	1018	101	1.0
20050501	103	1021	101	9.0
20050501	139	1028	101	7.0
20050501	150	1031	101	1.0
20050501	184	1040	101	2.0
20050501	186	1042	101	2.0
20050501	190	1043	101	1.0
20050501	194	1043	101	5.0
20050501	213	1048	101	3.0
20050501	214	1048	101	4.0
20050501	225	1050	101	1.0
20050501	234	1052	101	1.0
20050501	241	1054	101	3.0
20050501	242	1055	101	5.0
20050501	245	1055	101	9.0
20050501	261	1058	101	5.0
20050501	266	1059	101	5.0
20050501	268	1059	101	8.0
20050501	270	1060	101	5.0
20050501	273	1061	101	7.0
20050501	288	1065	101	6.0
20050501	299	1067	101	4.0
20050501	301	1068	101	7.0
20050501	316	1071	101	6.0
20050501	327	1073	101	4.0
20050501	330	1073	101	5.0
20050501	339	1075	101	5.0
20050501	363	1079	101	2.0
20050501	367	1080	101	2.0
20050501	368	1081	101	1.0
20050501	372	1082	101	5.0
20050501	373	1082	101	6.0
20050501	386	1085	101	4.0
20050501	387	1086	101	7.0
20050501	390	1086	101	8.0
20050501	403	1089	101	4.0
20050501	407	1090	101	8.0
20050501	431	1095	101	4.0
20050501	434	1096	101	3.0
20050501	441	1097	101	1.0
20050501	443	1098	101	1.0
20050501	466	1103	101	2.0
20050501	470	1103	101	4.0
20050501	471	1103	101	6.0
20050501	473	1104	101	5.0
20050501	487	1109	101	4.0
20050501	491	1109	101	2.0
20050501	495	1110	101	2.0
20050501	497	1111	101	6.0
20050501	500	1111	101	1.0
20050501	503	1112	101	1.0
20050501	511	1113	101	9.0
20050501	515	1114	101	4.0
20050501	522	1115	101	7.0
20050501	533	1117	101	8.0
20050501	535	1117	101	3.0
20050501	536	1117	101	2.0
20050501	553	1120	101	2.0
20050501	578	1126	101	9.0
20050501	581	1127	101	3.0
20050501	592	1129	101	7.0
20050501	593	1129	101	7.0
20050501	595	1130	101	8.0
20050501	597	1130	101	2.0
20050501	602	1131	101	3.0
20050501	617	1134	101	6.0
20050501	638	1139	101	1.0
20050501	655	1142	101	2.0
20050501	656	1142	101	8.0
20050501	666	1145	101	6.0
20050501	667	1145	101	8.0
20050501	674	1147	101	7.0
20050501	688	1150	101	3.0
20050501	708	1154	101	8.0
20050501	709	1155	101	6.0
20050501	723	1158	101	5.0
20050501	729	1159	101	1.0
20050501	730	1159	101	1.0
20050501	739	1162	101	2.0
20050501	749	1164	101	4.0
20050501	751	1164	101	6.0
20050501	752	1164	101	4.0
20050501	760	1166	101	3.0
20050501	763	1166	101	2.0
20050501	797	1174	101	3.0
20050501	802	1174	101	9.0
20050501	810	1176	101	9.0
20050501	811	1176	101	8.0
20050501	819	1179	101	1.0
20050501	821	1179	101	1.0
20050501	826	1181	101	8.0
20050501	830	1181	101	2.0
20050501	842	1184	101	8.0
20050501	848	1186	101	4.0
20050501	865	1190	101	1.0
20050501	872	1191	101	6.0
20050501	886	1196	101	3.0
20050501	898	1200	101	1.0
20050501	901	1200	101	8.0
20050501	917	1204	101	6.0
20050501	928	1206	101	8.0
20050501	949	1211	101	2.0
20050501	952	1212	101	8.0
20050501	955	1213	101	7.0
20050501	965	1215	101	7.0
20050501	984	1219	101	1.0
20050501	989	1220	101	5.0
20050501	992	1220	101	9.0
20050501	1007	1226	101	1.0
20050501	1012	1227	101	1.0
20050501	1020	1228	101	2.0
20050501	1025	1229	101	3.0
20050501	1041	1232	101	5.0
20050501	1053	1234	101	4.0
20050501	1066	1237	101	9.0
20050501	1067	1238	101	9.0
20050501	1069	1239	101	2.0
20050501	1070	1239	101	2.0
20050501	1077	1240	101	4.0
20050501	1085	1242	101	4.0
