200524	1001	102	2	2
200524	1003	101	1	3
200524	1004	101	2	6
200524	1005	101	2	9
200524	1006	101	1	7
200524	1008	101	2	13
200524	1008	102	1	5
200524	1010	101	3	15
200524	1010	102	1	5
200524	1011	101	2	2
200524	1011	102	1	2
200524	1012	101	2	2
200524	1012	102	2	3
200524	1015	101	1	3
200524	1015	102	2	8
200524	1016	102	2	10
200524	1017	101	1	4
200524	1017	102	1	1
200524	1018	101	2	2
200524	1018	102	1	1
200524	1019	101	2	2
200524	1020	102	2	11
200524	1021	101	2	17
200524	1022	101	1	3
200524	1022	102	1	3
200524	1023	101	2	5
200524	1023	102	1	7
200524	1024	102	1	3
200524	1025	101	3	11
200524	1026	101	1	1
200524	1027	101	1	2
200524	1027	102	1	1
200524	1028	101	1	5
200524	1028	102	1	5
200524	1029	101	1	7
200524	1030	101	2	12
200524	1031	101	1	5
200524	1031	102	2	10
200524	1034	101	1	1
200524	1034	102	1	1
200524	1035	101	1	5
200524	1035	102	2	9
200524	1037	102	3	12
200524	1039	101	1	5
200524	1039	102	1	1
200524	1040	101	2	2
200524	1040	102	1	3
200524	1042	101	2	7
200524	1042	102	1	3
200524	1043	102	1	3
200524	1044	101	1	8
200524	1044	102	1	5
200524	1045	101	1	5
200524	1045	102	2	16
200524	1046	101	1	7
200524	1046	102	1	11
200524	1048	102	1	10
200524	1049	101	2	9
200524	1049	102	1	3
200524	1050	102	1	3
200524	1051	101	3	10
200524	1051	102	2	7
200524	1052	102	1	1
200524	1053	101	1	4
200524	1054	101	2	4
200524	1054	102	2	3
200524	1055	101	3	9
200524	1055	102	1	3
200524	1056	101	2	8
200524	1057	101	1	3
200524	1057	102	1	3
200524	1058	101	1	5
200524	1058	102	1	3
200524	1059	101	2	6
200524	1059	102	2	9
200524	1060	101	1	5
200524	1060	102	1	5
200524	1061	101	1	9
200524	1061	102	1	5
200524	1063	101	2	2
200524	1064	101	1	2
200524	1065	102	1	11
200524	1067	101	1	3
200524	1068	101	1	7
200524	1070	102	1	5
200524	1071	102	2	14
200524	1072	101	1	3
200524	1072	102	1	3
200524	1073	101	1	7
200524	1073	102	1	3
200524	1075	101	1	5
200524	1077	102	1	5
200524	1078	102	1	3
200524	1079	101	2	3
200524	1079	102	1	1
200524	1081	102	1	5
200524	1082	102	1	1
200524	1083	101	1	3
200524	1083	102	1	3
200524	1084	101	2	10
200524	1085	101	1	1
200524	1085	102	2	2
200524	1086	101	2	10
200524	1086	102	1	5
200524	1089	101	2	2
200524	1089	102	1	1
200524	1091	101	2	2
200524	1092	102	1	7
200524	1093	101	1	5
200524	1095	101	2	11
200524	1096	101	1	3
200524	1097	102	1	1
200524	1098	102	1	5
200524	1099	102	1	5
200524	1100	101	1	5
200524	1101	101	1	6
200524	1101	102	2	7
200524	1102	101	1	5
200524	1103	101	1	7
200524	1103	102	1	7
200524	1104	102	1	3
200524	1105	102	1	1
200524	1106	102	1	5
200524	1109	101	1	3
200524	1110	102	1	3
200524	1111	101	2	5
200524	1113	101	1	5
200524	1114	101	1	2
200524	1114	102	1	3
200524	1116	101	1	3
200524	1117	102	3	19
200524	1118	102	1	1
200524	1119	101	1	4
200524	1120	101	1	7
200524	1122	102	2	6
200524	1123	101	1	5
200524	1123	102	1	5
200524	1127	101	2	16
200524	1129	101	1	9
200524	1130	101	1	1
200524	1130	102	2	2
200524	1131	102	2	13
200524	1132	101	2	2
200524	1132	102	1	1
200524	1133	101	1	7
200524	1135	102	2	11
200524	1137	102	1	8
200524	1138	101	1	3
200524	1138	102	2	6
200524	1139	102	2	12
200524	1140	102	2	3
200524	1141	101	1	5
200524	1141	102	1	5
